question_id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
969,Geography,Hard,Sample Geography question #969: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
970,School Safety,Easy,Sample School Safety question #970: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
971,Earthquake,Medium,Sample Earthquake question #971: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
972,Flood,Hard,Sample Flood question #972: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
973,Fire Safety,Easy,Sample Fire Safety question #973: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
974,Cyclone,Medium,Sample Cyclone question #974: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
975,Tsunami,Hard,Sample Tsunami question #975: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
976,First Aid,Easy,Sample First Aid question #976: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
977,Emergency Response,Medium,Sample Emergency Response question #977: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
978,Disaster Management,Hard,Sample Disaster Management question #978: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
979,Geography,Easy,Sample Geography question #979: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
980,School Safety,Medium,Sample School Safety question #980: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
